Id,Title,UrlLink,Author,Keywords,CreatedAt,Hidden,PerformanceOnly
229,Essay on the Arts Can Nab Students Subscriptions to Opera,http://timesofsandiego.com/arts/2015/11/12/essay-on-the-arts-can-nab-students-subscriptions-to-opera/,Times of San Diego,NULL,2015-11-12 00:00:00.000,0,0
230,San Diego Opera Announces Student Contest,http://www.kpbs.org/news/2015/nov/12/san-diego-opera-announces-student-contest/,KPBS,NULL,2015-11-12 00:00:00.000,0,0
231,New youth opera program promoting arts in SD,http://www.sandiego6.com/news/sd6-in-the-morning/New-youth-opera-program-promoting-arts-in-SD-347156932.html,San Diego 6 The CW,NULL,2015-11-12 00:00:00.000,0,0
232,Free youth opera tickets focus of program,http://www.sandiegouniontribune.com/news/2015/nov/12/opera-free-season-tickets-essay-contest-student/,San Diego Union-Tribune,NULL,2015-11-12 00:00:00.000,0,0
233,Racette returns to her roots,http://www.sandiegouniontribune.com/news/2015/nov/11/san-dieg-opera-racette-diva-on-detour/,San Diego Union-Tribune,NULL,2015-11-11 00:00:00.000,0,0
234,"Opera Diva Detours into Cabaret Songs ",http://www.sandiegostory.com/opera-diva-detours-into-cabaret-songs/,San Diego Story,NULL,2015-11-10 00:00:00.000,0,0
235,"Review: Dallas Opera’s ‘Great Scott’ full of comedic touches ",http://www.star-telegram.com/entertainment/arts-culture/article42209496.html,Star-Telegram,NULL,2015-11-02 00:00:00.000,0,0
236,Dallas Opera’s ‘Great Scott’ a grand mix of operatic clichés,http://www.dallasnews.com/lifestyles/arts/columnists/scott-cantrell/20151031-great-scott-a-grand-mix-of-operatic-cliches.ece,The Dallas Morning News,NULL,2015-11-02 00:00:00.000,0,0
237,"How Great, This Art",http://www.theaterjones.com/ntx/reviews/20151101132302/2015-11-02/Dallas-Opera/Great-Scott,TheaterJones,NULL,2015-11-02 00:00:00.000,0,0
238,"Patricia Racette is a Diva for All Opera Houses ",http://www.laopus.com/2015/11/patricia-racette-is-diva-for-all-opera.html,LA Opus,NULL,2015-11-01 00:00:00.000,0,0
239,"World Premiere Review: Heggie’s “Great Scott” is a Great New Opera, Hilarious, Endearing, Sophisticated, Profound – The Dallas Opera, October 30, 2015",http://www.operawarhorses.com/2015/11/01/world-premiere-review-heggies-great-scott-is-a-great-new-opera-hilarious-endearing-sophisticated-profound-the-dallas-opera-october-30-2015/,Opera Warhorses,NULL,2015-11-01 00:00:00.000,0,0
240,Luscious Notes from Patricia Racette,http://content.yudu.com/Library/A3xrf5/RageMonthlyMagazineS/resources/46.htm,Rage Monthly,NULL,2015-11-01 00:00:00.000,0,0
241,National Arts Leaders Breathe New Life into San Diego,http://ranchandcoast.uberflip.com/i/595332-november-2015/61,Ranch and Coast,NULL,2015-11-01 00:00:00.000,0,0
242,'Soldier Songs' Captures Essence of War Stories,http://www.myajc.com/news/entertainment/arts-theater/atlanta-operas-soldier-songs-captures-essense-of-w/npBdG/,Atlanta Journal-Constitution,soldier-songs,2015-10-30 00:00:00.000,0,1
243,BWW Interview: Composer Jake Heggie Roots for the Home Team,http://www.broadwayworld.com/dallas/article/BWW-Interview-Composer-Jake-Heggie-Roots-for-the-Home-Team-20151023,Broadway World.com,NULL,2015-10-23 00:00:00.000,0,0
244,"BWW Interview: Jake Heggie, Part 2: Opera Now and in the Future",http://www.broadwayworld.com/dallas/article/BWW-Interview-Jake-Heggie-Part-2-Opera-Now-and-in-the-Future-20151023,Broadway World.com,NULL,2015-10-23 00:00:00.000,0,0
245,Soprano Patricia Racette returns to San Diego Opera,http://lgbtweekly.com/2015/10/14/soprano-patricia-racette-returns-to-san-diego-opera/,LGBT Weekly,NULL,2015-10-14 00:00:00.000,0,0
246,REVIEW: Barbera Sings a Fascinating Recital in San Diego,http://www.operatoday.com/content/2015/09/barbera_sings_a.php,Opera Today,NULL,2015-09-24 00:00:00.000,0,0
247,REVIEW:  Let freedom sing,http://www.sandiegoreader.com/news/2015/sep/21/classical-let-freedom-sing/#,San Diego Reader,NULL,2015-09-21 00:00:00.000,0,0
248,REVIEW: René Barbera Strikes Another Harmonious Chord for SDO,http://www.laopus.com/2015/09/rene-barbera-strikes-another-harmonious.html?m=1,LA Opus,NULL,2015-09-20 00:00:00.000,0,0
249,"REVIEW: Barbera commanding, uncompromising",http://www.sandiegouniontribune.com/news/2015/sep/20/san-diego-opera-barbera-review/,The San Diego Union-Tribune,NULL,2015-09-20 00:00:00.000,0,0
250,REVIEW:   René Barbera Gives Stunning Debut Recital for San Diego Opera,http://www.sandiegostory.com/rene-barbera-gives-stunning-debut-recital-for-san-diego-opera/,San Diego Story,NULL,2015-09-20 00:00:00.000,0,0
251,René Barbera is on the way up,http://www.sandiegouniontribune.com/news/2015/sep/18/san-diego-opera-barbera/,The San Diego Union-Tribune,NULL,2015-09-18 00:00:00.000,0,0
252,Tenor René Barbera Sings For San Diego,http://www.kpbs.org/news/2015/sep/17/tenor-rene-barbera-sings-us/,KPBS,NULL,2015-09-17 00:00:00.000,0,0
253,Exciting Young Tenor Returns for an Evening of Song,http://www.sandiegostory.com/exciting-young-tenor-returns-for-an-evening-of-song/,San Diego Story,NULL,2015-09-17 00:00:00.000,0,0
254,A Chat with Tenor René Barbera,http://www.operatoday.com/content/2015/09/a_chat_with_ten.php,Opera Today,NULL,2015-09-08 00:00:00.000,0,0
255,A Fresh Start,http://issuu.com/finemagazine/docs/the_fall_fashion_issue_september_20/81?e=1760864/15145594,Fine Magazine,NULL,2015-09-01 00:00:00.000,0,0
256,SD Opera figure makes Tom Cruise look good,http://sdnews.com/view/full_story/26819063/article-SD-Opera-figure-makes-Tom-Cruise-look-good?instance=update1,sdnews.com,NULL,2015-08-08 00:00:00.000,0,0
257,Meet the Man at the Helm of San Diego Opera’s Righted Ship,http://www.voiceofsandiego.org/topics/arts/meet-the-man-at-the-helm-of-san-diego-operas-righted-ship/,Voice of San Diego,NULL,2015-07-14 00:00:00.000,0,0
258,SD Opera's new chief looking for right mix,http://www.sandiegouniontribune.com/news/2015/jul/11/san-diego-opera-david-bennett/,The San Diego Union-Tribune,NULL,2015-07-11 00:00:00.000,0,0
259,"David Bennett Starts His SDO Journey, Part 1",http://www.laopus.com/2015/07/david-bennett-starts-his-sdo-journey.html,LA Opus,NULL,2015-07-08 00:00:00.000,0,0
260,"David Bennett, Part 2: New Seasons, New Concepts",http://www.laopus.com/2015/07/david-bennett-part-2-new-seasons-new.html,LA Opus,NULL,2015-07-08 00:00:00.000,0,0
261,San Diego Opera ends year in black,http://www.sandiegouniontribune.com/news/2015/jun/30/san-diego-opera-annual-meeting/,The San Diego Union-Tribune,NULL,2015-06-30 00:00:00.000,0,0
262,"Philanthropist, San Diego Opera President Gift $1.25M to Venue",http://timesofsandiego.com/arts/2015/06/30/philanthropist-san-diego-opera-president-gift-1-25m-to-venue/,Times of San Diego,NULL,2015-06-30 00:00:00.000,0,0
263,50-year-old San Diego Opera finds new life,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20150625tbj&_t=50yearold+San+Diego+Opera+finds+new+life#.VaPlIkbN6z6,The Daily Transcript,NULL,2015-06-25 00:00:00.000,0,0
264,San Diego Opera Stages A New Mariachi Opera,http://www.kpbs.org/news/2015/apr/22/san-diego-opera-stages-new-mariachi-opera/,KPBS,NULL,2015-04-22 00:00:00.000,0,0
265,"In new mariachi opera, ‘The Past’ is present",http://www.utsandiego.com/news/2015/apr/17/mariachi-opera-san-diego/,U-T San Diego,NULL,2015-04-17 00:00:00.000,0,0
266,San Diego Opera Looks to Civic Responsibility for Growth,http://www.operapulse.com/opera-news/2015/04/17/san-diego-opera-looks-to-civic-responsibility-for-growth/,Opera Pulse,NULL,2015-04-17 00:00:00.000,0,0
267,Mariachi group depicts Mexican Revolution,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=247&SourceCode=20150416tbi&_t=Mariachi+group+depicts+Mexican+Revolution#.VTV0_ZPkez5,The Daily Transcript,NULL,2015-04-16 00:00:00.000,0,0
268,Greatest of the great - The 50th Anniversary Gala at San Diego Opera may be a monumental experience,http://www.sandiegoreader.com/news/2015/apr/16/classical-greatest-great/,San Diego Reader,NULL,2015-04-16 00:00:00.000,0,0
269,New SDO General Director Cannot Curb His Enthusiasm,http://www.laopus.com/2015/04/new-sdo-general-director-cannot-curb.html,LA Opus,NULL,2015-04-06 00:00:00.000,0,0
270,Opera offers free concert Thursday,http://www.utsandiego.com/news/2015/mar/17/san-diego-opera-on-the-concourse/,U-T San Diego,NULL,2015-03-17 00:00:00.000,0,0
271,SD Opera sets 51st season,http://www.utsandiego.com/news/2015/mar/14/san-diego-opera-2016-season/,U-T San Diego,NULL,2015-03-14 00:00:00.000,0,0
272,Not Your Grandmother’s Opera Company Any More,http://www.sandiegostory.com/not-your-grandmothers-opera-company-any-more/,San Diego Story,NULL,2015-03-13 00:00:00.000,0,0
273,David Bennett Named General Director Of San Diego Opera,http://www.kpbs.org/news/2015/mar/11/david-bennett-new-general-director-san-diego-opera/?utm_source=t.co&utm_medium=social-media&utm_campaign=kpbsnews-twitter,KPBS,NULL,2015-03-11 00:00:00.000,0,0
274,"David Bennett, Former Executive Director of Gotham Chamber Opera, Appointed General Director of San Diego Opera",http://www.latimes.com/entertainment/arts/culture/la-et-cm-san-diego-opera-david-bennett-general-director-20150310-story.html,LA Times,NULL,2015-03-11 00:00:00.000,0,0
275,San Diego Opera names David Bennett as new general director,http://www.operanews.com/Opera_News_Magazine/2015/3/News/San_Diego_Opera_Bennett.html,Opera News,NULL,2015-03-11 00:00:00.000,0,0
276,David Bennett Named New Director of San Diego Opera,http://www.broadwayworld.com/bwwopera/article/David-Bennett-Named-New-Director-of-San-Diego-Opera-20150311,Broadway World,NULL,2015-03-11 00:00:00.000,0,0
277,San Diego Opera Names New Director,http://mobile.nytimes.com/blogs/artsbeat/2015/03/11/san-diego-opera-names-new-director/?smid=tw-share&_r=0&referrer,New York Times,NULL,2015-03-11 00:00:00.000,0,0
278,David Bennett to lead San Diego Opera,http://www.utsandiego.com/news/2015/mar/10/san-diego-opera-general-director-bennett/,U-T San Diego,NULL,2015-03-10 00:00:00.000,0,0
279,"Backroom operator - Patrick Carfizzi, Nixon in China's man behind the ""Secretary of State,"" grants an interview",http://www.sandiegoreader.com/news/2015/mar/09/classical-interview-henry-kissinger/#,San Diego Reader,NULL,2015-03-09 00:00:00.000,0,0
280,Stars Consider That Star-Crossed Couple in ‘Nixon in China’,http://www.sandiegostory.com/stars-consider-that-star-crossed-couple-in-nixon-in-china/,San Diego Story,NULL,2015-03-08 00:00:00.000,0,0
281,Kanyova focused on the story,http://www.utsandiego.com/news/2015/mar/07/san-diego-opera-nixon-in-china-kanyova/,U-T San Diego,NULL,2015-03-07 00:00:00.000,0,0
282,‘Tricky Dick’ in baritone,http://sandiegodowntownnews.com/tricky-dick-in-baritone/,San Diego Downtown News,NULL,2015-03-06 00:00:00.000,0,0
283,Audio Describers Bring San Diego Opera To Visually Impaired,http://www.kpbs.org/news/2015/mar/06/audio-describers-bring-san-diego-opera-visually-im/,KPBS,NULL,2015-03-06 00:00:00.000,0,0
284,Kathleen Kim Gets “Real” with Madame Mao,http://www.laopus.com/2015/03/kathleen-kim-gets-real-with-madame-mao.html,LA Opus,NULL,2015-03-05 00:00:00.000,0,0
285,When Nixon opened the door to China,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20150305tbj&_t=When+Nixon+opened+the+door+to+China#.VPn56i7kez6,The Daily Transcript,NULL,2015-03-05 00:00:00.000,0,0
286,Bringing new opera works to the stage,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20150226tbi&_t=Bringing+new+opera+works+to+the+stage#.VPZAbS7kez4,The Daily Transcript,NULL,2015-02-26 00:00:00.000,0,0
287,San Diego Opera's Don Giovanni,http://youtu.be/xKPXfLf6G6o,KUSI,NULL,2015-02-13 00:00:00.000,0,0
288,"Ashraf Sewailam: Leporello, Teaching and Dubbing Disney in Arabic",http://www.operapulse.com/interviews/2015/02/13/ashraf-sewailam-leporello-teaching-and-dubbing-disney-in-arabic/,Opera Pulse,NULL,2015-02-13 00:00:00.000,0,0
289,He's no wimp - Tenor Paul Appleby talks opera and the cost of living.,http://www.sandiegoreader.com/news/2015/feb/10/classical-paul-appleby/,San Diego Reader,NULL,2015-02-10 00:00:00.000,0,0
290,Who Was that Masked Man? Don Giovanni Revisited,http://www.sandiegostory.com/who-was-that-masked-man-don-giovanni-revisited/,San Diego Story,NULL,2015-02-10 00:00:00.000,0,0
291,Enchanted by Mozart Passion Project,http://www.utsandiego.com/news/2015/feb/08/tp-enchanted-by-mozart-passion-project/,U-T San Diego,NULL,2015-02-08 00:00:00.000,0,0
292,'Don Giovanni': from romance to hell,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20150205tbi&_t=Don+Giovanni+from+romance+to+hell#.VN0ggC7kez6,The Daily Transcript,NULL,2015-02-05 00:00:00.000,0,0
293,Opera program exposes talent of student vocalists,http://www.thedailyaztec.com/62655/entertainment/opera-program-exposes-talent-of-student-vocalists/,The Daily Aztec,NULL,2015-02-04 00:00:00.000,0,0
294,There's more to life than the Super Bowl,http://sdnews.com/view/full_story/26443843/article-Lamb-s---Joseph--There-s-more-to-life-than-the-Super-Bowl-?instance=update1,sdnews.com,NULL,2015-02-03 00:00:00.000,0,0
295,BWW Interviews: Karen Keltner Hangs up Her Baton at San Diego Opera,http://www.broadwayworld.com/bwwopera/article/BWW-Interviews-Karen-Keltner-Hangs-up-Her-Baton-at-San-Diego-Opera-20150202?PageSpeed=noscript,Broadway World,NULL,2015-02-02 00:00:00.000,0,0
296,Opera Alfresco in Downtown San Diego,http://www.sandiegostory.com/opera-alfresco-in-downtown-san-diego/,San Diego Story,NULL,2015-01-29 00:00:00.000,0,0
297,San Diego Opera experiences surge of interest,http://www.10news.com/news/san-diego-opera-experiences-surge-of-interest,ABC 10,NULL,2015-01-29 00:00:00.000,0,0
298,San Diego Opera Holds Free Lunchtime Performance,http://www.kpbs.org/news/2015/jan/29/san-diego-opera-hold-free-lunchtime-performance/,KPBS,NULL,2015-01-29 00:00:00.000,0,0
299,San Diego Opera delivers al fresco thank you performance,http://www.sandiego6.com/news/local/San-Diego-Opera-delivers-al-fresco-thankyou-performance-290282911.html,San Diego 6,NULL,2015-01-29 00:00:00.000,0,0
300,San Diego Opera Season kicks off,http://www.ranchosantafereview.com/news/2015/jan/27/san-diego-opera-season-kicks/,Rancho Santa Fe Review,NULL,2015-01-27 00:00:00.000,0,0
301,FIVE REASONS PEOPLE UNDER-35 MUST ATTEND THE SAN DIEGO OPERA’s LA BOHÈME,http://vanguardculture.com/2015/01/27/five-reasons-people-under-35-must-attend-the-san-diego-operas-la-boheme/,Vanguard Culture,NULL,2015-01-27 00:00:00.000,0,0
302,San Diego Opera’s ‘La Bohème’ Serves Up A Tasty Take On Puccini’s Opera,http://www.kpbs.org/news/2015/jan/23/san-diego-operas-la-boheme-serves-tasty-new-take-p/,KPBS,NULL,2015-01-26 00:00:00.000,0,0
303,San Diego Opera kicks off new season after nearly closing down,http://www.cbs8.com/story/27932828/san-diego-opera-to-kick-off-50th-anniversary,CBS8,NULL,2015-01-24 00:00:00.000,0,0
304,San Diego Opera’s ‘La Bohème’ Serves Up A Tasty Take On Puccini’s Opera,http://www.kpbs.org/news/2015/jan/23/san-diego-operas-la-boheme-serves-tasty-new-take-p/,KPBS,NULL,2015-01-23 00:00:00.000,0,0
305,Opera conductor broke the gender barrier,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20150122tbi&_t=Opera+conductor+broke+the+gender+barrier#.VN0hES7kez5,The Daily Transcript,NULL,2015-01-22 00:00:00.000,0,0
306,San Diego Opera begins 50th season,http://www.kusi.com/story/27919575/san-diego-opera-begins-50th-season,KUSI,NULL,2015-01-22 00:00:00.000,0,0
307,Old fogey or keeping it old school?,http://www.kusi.com/story/27919575/san-diego-opera-begins-50th-season,San Diego Reader,NULL,2015-01-20 00:00:00.000,0,0
308,Baritone Morgan Smith on Opera: Don’t Leave the Messages to Western Union,http://www.sandiegoreader.com/news/2015/jan/20/classical-old-fogey-or-keeping-it-old-school/#,San Diego Story,NULL,2015-01-18 00:00:00.000,0,0
309,Singer 'opening up' classical music,http://www.utsandiego.com/news/2015/jan/16/san-diego-opera-alyson-cambridge/,U-T San Diego,NULL,2015-01-16 00:00:00.000,0,0
310,"Relax, it'll all make sense",http://www.sandiegoreader.com/news/2015/jan/15/classical-relax-itll-all-make-sense/#,San Diego Reader,NULL,2015-01-15 00:00:00.000,0,0
311,San Diego Opera Resurrecting 'Opera on the Concourse',http://www.nbcsandiego.com/entertainment/the-scene/San-Diego-Opera-Resurrecting-Opera-on-the-Concourse-288766741.html?utm_source=SocialFlowTwt_TheGoodsSD&_osource=SocialFlowTwt_SDGoods,NBC 7 San Diego,NULL,2015-01-15 00:00:00.000,0,0
312,Bohemians return in 50th opera season,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20150108tbi&_t=Bohemians+return+in+50th+opera+season#.VK8S7Xs9-Xg,The Daily Transcript,NULL,2015-01-08 00:00:00.000,0,0
313,La Bohème Comes to San Diego,http://www.sandiegomagazine.com/San-Diego-Magazine/January-2015/La-Bohme-Comes-to-San-Diego/,San Diego Magazine,NULL,2014-12-23 00:00:00.000,0,0
314,Don't call Stephanie Blythe an 'opera singer',http://www.utsandiego.com/news/2014/dec/06/san-diego-opera-blythe-interview/,U-T San Diego,NULL,2014-12-06 00:00:00.000,0,0
315,New operas have special demands,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=247&SourceCode=20141204tbi#.VIiaXns9-Xg,The Daily Transcript,NULL,2014-12-04 00:00:00.000,0,0
316,Stephanie Blythe: from Verdi to Kate Smith,http://www.operapulse.com/opera-news/2014/11/07/stephanie-blythe-from-verdi-to-kate-smith,Opera Pulse,NULL,2014-11-07 00:00:00.000,0,0
317,San Diego Opera: Looking Ahead With COO Keith Fisher,http://www.kpbs.org/news/2014/sep/18/san-diego-opera-looking-ahead-coo-keith-fisher/,KPBS,NULL,2014-09-18 00:00:00.000,0,0
318,Opera Outreach Coming to a Neighborhood Near You,http://sdbj.com/news/2014/sep/15/opera-outreach-coming-neighborhood-near-you/,San Diego Business Journal,NULL,2014-09-15 00:00:00.000,0,0
319,San Diego Opera Company opens 50th season,http://www.lajollalight.com/news/2014/sep/11/san-diego-opera-company-50th-season/?#article-copy,La Jolla Light,NULL,2014-09-11 00:00:00.000,0,0
320,Stunning Duo Recital Opens a Revived San Diego Opera,http://www.sandiegostory.com/stunning-duo-recital-opens-revived-san-diego-opera/,San Diego Story,NULL,2014-09-06 00:00:00.000,0,0
321,Pérez and Costello Heat Up San Diego Opera’s Stage,http://www.laopus.com/2014/09/perez-and-costello-heat-up-san-diego.html?m=1,LA Opus,NULL,2014-09-06 00:00:00.000,0,0
322,Ailyn Pérez and Stephen Costello show San Diego Opera the way forward,http://bachtrack.com/review-perez-costello-san-diego-september-2014,bachtrack,NULL,2014-09-06 00:00:00.000,0,0
323,San Diego Opera Kicks Off 2014-15 Season,https://www.youtube.com/watch?v=TDHupJym4as&sns=em,KPBS,NULL,2014-09-05 00:00:00.000,0,0
324,Pérez and Costello thrilling at Balboa Theatre,http://www.utsandiego.com/news/2014/sep/05/san-diego-opera-perez-costello-review/,U-T San Diego,NULL,2014-09-05 00:00:00.000,0,0
325,Recital To Kick Off San Diego Opera 2014-15 Season,http://www.kpbs.org/news/2014/sep/05/recital-kick-san-diego-opera-2014-15-season/,KPBS,NULL,2014-09-05 00:00:00.000,0,0
326,Stephen Costello and Ailyn Perez Launch 2014-15 with U.S. LOVE DUETS Recital Tour,http://www.broadwayworld.com/bwwopera/article/Stephen-Costello-and-Ailyn-Perez-Launch-2014-15-with-US-LOVE-DUETS-Recital-Tour-20140904,Broadway World,NULL,2014-09-05 00:00:00.000,0,0
327,San Diego Opera opens 50th season Friday,http://www.sandiego6.com/news/local/San-Diego-Opera-opens-50th-season-Friday-274038331.html,San Diego 6 - The CW,NULL,2014-09-04 00:00:00.000,0,0
328,Ailyn Pérez and Stephen Costello,http://www.sdcitybeat.com/sandiego/article-13363-ailyn-p%C3%83%C2%A9rez-and-ste.html,San Diego City Beat,NULL,2014-09-02 00:00:00.000,0,0
329,Meet opera's power couple,http://m.utsandiego.com/news/2014/aug/29/san-diego-opera-perez-costello/,U-T San Diego,NULL,2014-08-29 00:00:00.000,0,0
330,Meet the dynamic duet returning to their roots in support of the new San Diego opera,http://www.sandiegomagazine.com/San-Diego-Magazine/September-2014/In-Perfect-Harmony/,San Diego Magazine,NULL,2014-08-27 00:00:00.000,0,0
331,San Diego Opera Offices Move To New Location,http://www.kpbs.org/news/2014/jul/15/san-diego-opera-moving-new-location/,KPBS,NULL,2014-07-15 00:00:00.000,0,0
332,Under Re-Construction: San Diego Opera Cutting Costs and Rebuilding Trust for 50th Anniversary Season,https://nonprofitquarterly.org/management/24481-under-re-construction-san-diego-opera-cutting-costs-and-rebuilding-trust-for-50th-anniversary-season.html,Nonprofit Quarterly,NULL,2014-07-09 00:00:00.000,0,0
333,Opera opens Central Library series,http://m.utsandiego.com/news/2014/jul/09/san-diego-central-library-concert-series-opera/,U-T San Diego,NULL,2014-07-09 00:00:00.000,0,0
334,A cost-cutting San Diego Opera ready to regroup,http://www.latimes.com/entertainment/arts/la-et-cm-san-diego-opera-20140708-story.html,LA Times,NULL,2014-07-08 00:00:00.000,0,0
335,City Finds More Money For San Diego Opera,http://www.kpbs.org/news/2014/jul/07/city-finds-more-money-san-diego-opera/,KPBS,NULL,2014-07-07 00:00:00.000,0,0
336,"San Diego Opera Will Present 2015 Season; Company Cuts Costs With Relocation, Staff and Pay Reductions",http://www.playbill.com/news/article/193181-San-Diego-Opera-Will-Present-2015-Season-Company-Cuts-Costs-With-Relocation-Staff-and-Pay-Reductions,Playbill,NULL,2014-07-07 00:00:00.000,0,0
337,San Diego Opera cutting costs as part of effort to achieve stability,http://www.latimes.com/entertainment/arts/culture/la-et-cm-san-diego-opera-cutting-costs-20140706-story.html,LA Times,NULL,2014-07-07 00:00:00.000,0,0
338,"Artistry and Prudence: William Mason, Part 2",http://www.laopus.com/2014/07/artistry-and-prudence-william-mason.html,LA Opus,NULL,2014-07-05 00:00:00.000,0,0
339,William Mason Shares Wisdom with San Diego Opera,http://www.laopus.com/2014/07/william-mason-shares-wisdom-with-san.html,LA Opus,NULL,2014-07-04 00:00:00.000,0,0
340,San Diego Opera To Co-Produce World Premiere Of ‘Great Scott’,http://www.kpbs.org/news/2014/jun/20/san-diego-opera-co-produce-world-premiere-great-sc/,KPBS,NULL,2014-06-20 00:00:00.000,0,0
341,San Diego Opera names new leader,http://m.utsandiego.com/news/2014/may/30/san-diego-opera-artistic-adviser-william-mason/,U-T San Diego,NULL,2014-05-30 00:00:00.000,0,0
342,Opera Veteran Appointed New Artistic Adviser At San Diego Opera,http://www.kpbs.org/news/2014/may/30/opera-veteran-appointed-new-artistic-advisor-san-d/,KPBS,NULL,2014-05-30 00:00:00.000,0,0
343,San Diego Opera Is Back and Offers an Impressive 2015 Season,http://www.sandiegostory.com/san-diego-opera-is-back-and-offers-an-impressive-2015-season/?fb_action_ids=517699871675294&fb_action_types=og.likes&fb_source=other_multiline&action_object_map=%5B748789181819116%5D&action_type_map=%5B%22og.likes%22%5D&action_ref_map=%5B%5D,San Diego Story,NULL,2014-05-20 00:00:00.000,0,0
344,San Diego Opera staying open,http://m.utsandiego.com/news/2014/May/19/san-diego-opera-saved/,U-T San Diego,NULL,2014-05-19 00:00:00.000,0,0
345,"San Diego Opera will not close, announces 2015 season",http://inewsource.org/2014/05/19/san-diego-opera-will-not-close-announces-2015-season/,INewsSource,NULL,2014-05-19 00:00:00.000,0,0
346,San Diego Opera Raises Money to Remain Open,http://www.nytimes.com/2014/05/20/arts/music/san-diego-opera-raises-money-to-remain-open.html?_r=0,New York Times,NULL,2014-05-19 00:00:00.000,0,0
347,"San Diego Opera reverses decision to close, announces 2015 season",http://www.latimes.com/entertainment/arts/culture/la-et-cm-san-diego-opera-announcement-20140519-story.html,LA Times,NULL,2014-05-19 00:00:00.000,0,0
348,San Diego Opera to stay open amid crowdfunding success,http://www.theguardian.com/world/2014/may/19/san-diego-opera-stay-open-crowdfunding,The Guardian,NULL,2014-05-19 00:00:00.000,0,0
349,San Diego Opera Rises from the Ashes,http://bachtrack.com/san-diego-opera-company-survives,bachtrack,NULL,2014-05-19 00:00:00.000,0,0
350,San Diego Opera Won’t Close After All; Donors Saved the Day,http://timesofsandiego.com/arts/2014/05/19/san-diego-opera-wont-close-after-all-major-donors-saved-the-day/,Times of San Diego,NULL,2014-05-19 00:00:00.000,0,0
351,BWW Exclusive: San Diego Opera Rejoices in a New Vision,http://www.broadwayworld.com/bwwopera/article/BWW-Exclusive-San-Diego-Opera-Rejoices-in-a-New-Vision-20140519,Broadway World,NULL,2014-05-19 00:00:00.000,0,0
352,Opera today: San Diego rides again; the “fat lady” won’t go away,http://www.washingtonpost.com/news/style/wp/2014/05/19/opera-today-san-diego-rides-again-the-fat-lady-wont-go-away/,Washington Post,NULL,2014-05-19 00:00:00.000,0,0
353,"San Diego Opera Board Votes to Stay Open, Plans to Present Three-Opera Season in 2015",http://www.operanews.com/Opera_News_Magazine/2014/5/News/San_Diego_Rescinds_Closure_Vote.html,Opera News,NULL,2014-05-19 00:00:00.000,0,0
354,"Opera meets challenge, passes $2 million mark",http://m.utsandiego.com/news/2014/may/14/san-diego-opera-sycuan/,U-T San Diego,NULL,2014-05-14 00:00:00.000,0,0
355,Chorus members vocal about opera,http://m.utsandiego.com/news/2014/may/13/san-diego-opera-chorus/,U-T San Diego,NULL,2014-05-13 00:00:00.000,0,0
356,San Diego Opera reaches $1-million crowd-funding goal,http://www.latimes.com/entertainment/arts/culture/la-et-cm-san-diego-opera-fundraising-goal-20140509-story.html,LA Times,NULL,2014-05-09 00:00:00.000,0,0
357,SD Opera reaches $1 million goal,http://m.utsandiego.com/news/2014/may/09/san-diego-opera-goal/,U-T San Diego,NULL,2014-05-09 00:00:00.000,0,0
358,San Diego Opera Announces Matching Gift Challenge,http://www.kpbs.org/news/2014/may/09/san-diego-opera-announces-matching-gift-challenge/,KPBS,NULL,2014-05-09 00:00:00.000,0,0
359,San Diego Opera Reaches $1M Crowdfunding Campaign Goal,http://www.crowdfundinsider.com/2014/05/38247-san-diego-opera-reaches-1m-crowdfunding-campaign-goal/,Crowdfund Insider,NULL,2014-05-09 00:00:00.000,0,0
360,Can opera shed its elitist image?,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20140508tza&_t=Can+opera+shed+its+elitist+image#.U2vpGFcRWhl,Daily Transcript,NULL,2014-05-08 00:00:00.000,0,0
361,Union drops suit against imperiled opera,http://m.utsandiego.com/news/2014/may/07/san-diego-opera-agma-lawsuit/,U-T San Diego,NULL,2014-05-07 00:00:00.000,0,0
362,SD Opera's crowdfunding efforts paying off,http://m.utsandiego.com/news/2014/may/06/san-diego-opera-crowdfunding/,U-T San Diego,NULL,2014-05-06 00:00:00.000,0,0
363,SD Opera on life support,http://www.sddt.com/Commentary/article.cfm?Commentary_ID=12&SourceCode=20140424tzb&_t=SD+Opera+on+life+support#.U1n_Kf1dcSQ.email,Daily Transcript,NULL,2014-04-24 00:00:00.000,0,0
364,San Diego Opera Continues Its Battle for Survival,http://www.broadwayworld.com/bwwopera/article/BWW-Reports-San-Diego-Opera-Continues-Its-Battle-for-Survival-20140422,Broadway World,NULL,2014-04-22 00:00:00.000,0,0
